Gene ID, Cluster # 
At3g10770, 4.2 
At3g11200, 4.2 
At3g11450, 3 
At3g11710, 3 
At3g11770, 4.2 
At3g11780, 4.2 
At3g11910, 4.2 
At3g11960, 4.2 
At3g11964, 3 
At3g12030, 3 
At3g12120, 3 
At3g12360, 4.2 
At3g12600, 4.2 
At3g12670, 4.2 
At3g12740, 4.2 
At3g13580, 3 
At3g13610, 4.2 
At3g13670, 4.2 
At3g13920, 3 
At3g14050, 4.2 
At3g14570, 4.2 
At3g15090, 3 
At3g15260, 4.2 
At3g15880, 4.2 
At3g15970, 3 
At3g17000, 4.2 
At3g17770, 4.2 
At3g19420, 4.2 
At3g19520, 4.2 
At3g20000, 3 
At3g20800, 2 
At3g22630, 3 
At3g22990, 4.2 
At3g23430, 4.2 
At3g23830, 3 
At3g23980, 4.2 
At3g24240, 3 
At3g24550, 3 
At3g24800, 4.2 
At3g27670, 3 
At3g27740, 3 
At3g28940, 4.2 
At3g44110, 3 
At3g44330, 3 
At3g45850, 3 
At3g46460, 4.2 
At3g46900, 4.2 
At3g47810, 4.2 
At3g49060, 4.2 
At3g49490, 4.2 
At3g50210, 4.2 
At3g50660, 4.2 
At3g50670, 4.2 
At3g51100, 3 
At3g51310, 4.2 
At3g51390, 4.2 
At3g52230, 2 
At3g52880, 4.2 
At3g53260, 4.2 
At3g53480, 4.2 
At3g53780, 4.4 
At3g54350, 3 
At3g55050, 4.2 
At3g55605, 3 
At3g56360, 4.2 
At3g56490, 3 
At3g56820, 3 
At3g56980, 4.2 
At3g57000, 3 
At3g57550, 4.2 
At3g57785, 4.2 
At3g58180, 4.2 
At3g58680, 3 
At3g58810, 4.2 
At3g60190, 4.2 
At3g60260, 4.2 
At3g60820, 4.2 
At3g61410, 4.2 
At3g61620, 4.4 
At3g62600, 3 
At3g62840, 3 
At3g63150, 4.2 
At4g00830, 4.2 
At4g02230, 3 
At4g02560, 4.2 
At4g02570, 4.2 
At4g02860, 4.2 
At4g02890, 4.2 
At4g03200, 2 
At4g04470, 4.4 
At4g04960, 2 
At4g05390, 3 
At4g08180, 4.2 
At4g08690, 4.2 
At4g08980, 4.2 
At4g09550, 3 
At4g09830, 4.2 
At4g10050, 4.2 
At4g10610, 4.2 
At4g11330, 2 
At4g11420, 3 
At4g13020, 4.2 
At4g13030, 4.2 
At4g14210, 4.2 
At4g14615, 2 
At4g15640, 4.4 
At4g16710, 3 
At4g16845, 4.2 
At4g17040, 4.2 
At4g17330, 4.4 
At4g17486, 4.2 
At4g17640, 4.2 
At4g18360, 3 
At4g19160, 4.2 
At4g20110, 4.2 
At4g20150, 3 
At4g20380, 4.2 
At4g20480, 4.2 
At4g21110, 3 
At4g21610, 2 
At4g23850, 4.2 
At4g23885, 3 
At4g24740, 4.2 
At4g24800, 4.2 
At4g25130, 3 
At4g25370, 4.2 
At4g25720, 4.2 
At4g26210, 3 
At4g26550, 4.2 
At4g27050, 3 
At4g29010, 4.2 
At4g29220, 4.2 
At4g29900, 2 
At4g29960, 4.2 
At4g30210, 4.2 
At4g30760, 4.2 
At4g30930, 3 
At4g31180, 4.2 
At4g32030, 4.2 
At4g32060, 4.2 
At4g32520, 4.2 
At4g33510, 4.2 
At4g33780, 4.2 
At4g34050, 4.2 
At4g34120, 3 
At4g34150, 4.2 
At4g34180, 3 
At4g34860, 4.2 
At4g35830, 4.2 
At4g36980, 4.2 
At4g37910, 4.2 
At4g38100, 3 
At4g38630, 4.2 
At4g38890, 4.4 
At4g39520, 3 
At5g01020, 2 
At5g01350, 3 
At5g01980, 4.2 
At5g02560, 2 
At5g02780, 2 
At5g02790, 4.2 
At5g03340, 4.2 
At5g04150, 4.2 
At5g04870, 4.2 
At5g04950, 4.2 
At5g05100, 4.2 
At5g05980, 4.2 
At5g06130, 2 
At5g06360, 3 
At5g06460, 4.2 
At5g08100, 4.2 
At5g08560, 4.2 
At5g09620, 4.2 
At5g09920, 3 
At5g11090, 3 
At5g11490, 4.2 
At5g12210, 4.2 
At5g13000, 3 
At5g13010, 4.2 
At5g13420, 4.2 
At5g13740, 4.2 
At5g14105, 3 
At5g14130, 2 
At5g15400, 4.2 
At5g15640, 4.2 
At5g15880, 4.2 
At5g16070, 4.2 
At5g16505, 4.2 
At5g16830, 4.2 
At5g16880, 4.2 
At5g17770, 3 
At5g18200, 4.2 
At5g18620, 4.2 
At5g18830, 4.2 
At5g18900, 4.2 
At5g19290, 2 
At5g19330, 4.2 
At5g19680, 4.2 
At5g20520, 4.2 
At5g20600, 3 
At5g20660, 4.2 
At5g20920, 4.2 
At5g21160, 4.2 
At5g23140, 4.2 
At5g23880, 3 
At5g24400, 4.2 
At5g24610, 4.2 
At5g24670, 4.2 
At5g25540, 3 
At5g25560, 3 
At5g25830, 4.2 
At5g26610, 4.2 
At5g26820, 2 
At5g26880, 4.2 
At5g27540, 4.2 
At5g27720, 4.2 
At5g35460, 4.2 
At5g36890, 4.2 
At5g37740, 3 
At5g38650, 4.2 
At5g38840, 4.2 
At5g39600, 3 
At5g40480, 2 
At5g40660, 4.2 
At5g40670, 4.2 
At5g40930, 3 
At5g41010, 3 
At5g41210, 4.2 
At5g42090, 4.2 
At5g42540, 4.2 
At5g42740, 4.2 
At5g42820, 4.2 
At5g42890, 3 
At5g42920, 4.2 
At5g42950, 4.2 
At5g42960, 4.2 
At5g43010, 4.2 
At5g46070, 3 
At5g46150, 4.2 
At5g46620, 2 
At5g46700, 3 
At5g47455, 4.2 
At5g48655, 4.2 
At5g49930, 3 
At5g49970, 4.2 
At5g50850, 4.2 
At5g51300, 4.2 
At5g51510, 3 
At5g52470, 3 
At5g53140, 4.2 
At5g53350, 4.2 
At5g53440, 4.2 
At5g53450, 4.2 
At5g53850, 4.2 
At5g54430, 4.2 
At5g54800, 4.2 
At5g55970, 2 
At5g56150, 4.2 
At5g56280, 4.2 
At5g57300, 2 
At5g57330, 3 
At5g57990, 3 
At5g58510, 4.2 
At5g58930, 4.2 
At5g59140, 3 
At5g59710, 4.2 
At5g59950, 4.2 
At5g61020, 3 
At5g61250, 2 
At5g62390, 4.2 
At5g62900, 4.2 
At5g63780, 3 
At5g63860, 4.2 
At5g63930, 4.2 
At5g64680, 4.2 
At5g64960, 3 
At5g65670, 4.2 
At5g66010, 4.4 
At5g66240, 4.2 
At5g66540, 3 
At5g67260, 4.2 
At5g67320, 4.2 
At1g01610, 2 
At1g02360, 2 
At1g03910, 3 
At1g04220, 2 
At1g05180, 4.2 
At1g06010, 2 
At1g07830, 3 
At1g09760, 3 
At1g09870, 4.2 
At1g13120, 4.2 
At1g14450, 2 
At1g14510, 4.2 
At1g15130, 4.2 
At1g15750, 4.2 
At1g17470, 3 
At1g19600, 3 
At1g24350, 3 
At1g25390, 3 
At1g27530, 4.2 
At1g30880, 3 
At1g31120, 2 
At1g31970, 3 
At1g32440, 4.4 
At1g43690, 4.2 
At1g43890, 3 
At1g48030, 3 
At1g48900, 4.2 
At1g50380, 4.2 
At1g51160, 3 
At1g52140, 3 
At1g52340, 2 
At1g53310, 4.2 
At1g53850, 3 
At1g57540, 2 
At1g63160, 2 
At1g67730, 3 
At1g69340, 3 
At1g70490, 3 
At1g70730, 4.2 
At1g73720, 2 
At1g74030, 4.2 
At2g01270, 3 
At2g01490, 4.2 
At2g02090, 4.2 
At2g03690, 4.2 
At2g04900, 4.2 
At2g15230, 4.2 
At2g15860, 4.2 
At2g16500, 4.2 
At2g17120, 2 
At2g19740, 3 
At2g20580, 4.2 
At2g21100, 4.4 
At2g21170, 4.2 
At2g21270, 4.2 
At2g25110, 4.2 
At2g25520, 3 
At2g25870, 3 
At2g26240, 3 
At2g26250, 2 
At2g30000, 3 
At2g32030, 2 
At2g32730, 4.2 
At2g35980, 3 
At2g39550, 4.2 
At2g40290, 3 
At2g40360, 3 
At2g42030, 3 
At2g43790, 4.2 
At2g46470, 3 
At2g46500, 4.2 
At2g46750, 2 
At2g47630, 3 
At2g47760, 3 
At2g48130, 2 
At2g48140, 2 
At3g02220, 3 
At3g02780, 4.2 
At3g03340, 4.2 
At3g04610, 3 
At3g05070, 3 
At3g05200, 4.2 
At3g05500, 4.2 
At3g05530, 3 
At3g09840, 4.2 
At3g10620, 3 
At3g10920, 3 
At3g11730, 3 
At3g11830, 3 
At3g12760, 4.2 
At3g13772, 4.2 
At3g14600, 3 
At3g14720, 3 
At3g15000, 3 
At3g15980, 4.4 
At3g16340, 4.2 
At3g18230, 4.2 
At3g22960, 4.2 
At3g23160, 4.2 
At3g23325, 3 
At3g23600, 4.2 
At3g25640, 2 
At3g26670, 4.2 
At3g28730, 4.2 
At3g29200, 2 
At3g47540, 2 
At3g50900, 2 
At3g51260, 4.2 
At3g52560, 3 
At3g53610, 3 
At3g54420, 3 
At3g56720, 2 
At3g56990, 2 
At3g58670, 3 
At3g60530, 4.2 
At3g62580, 4.2 
At3g63130, 3 
At4g00820, 4.2 
At4g01960, 2 
At4g04800, 2 
At4g09670, 2 
At4g11270, 4.2 
At4g12790, 3 
At4g14440, 2 
At4g14800, 4.2 
At4g15475, 3 
At4g16660, 1 
At4g17215, 4.2 
At4g17280, 4.2 
At4g17420, 4.2 
At4g17720, 3 
At4g20390, 4.2 
At4g22260, 3 
At4g24130, 2 
At4g28910, 3 
At4g29040, 4.2 
At4g29840, 3 
At4g34265, 2 
At4g35020, 4.2 
At4g35420, 2 
At4g38080, 3 
At4g38130, 4.2 
At4g38260, 4.2 
At4g38350, 4.2 
At5g01160, 4.2 
At5g04540, 4.2 
At5g04600, 3 
At5g05610, 4.2 
At5g06210, 3 
At5g08300, 4.2 
At5g08620, 3 
At5g09520, 2 
At5g09530, 3 
At5g09770, 3 
At5g09900, 4.2 
At5g11630, 4.2 
At5g11890, 4.2 
At5g12420, 4.4 
At5g13280, 3 
At5g13580, 4.2 
At5g13900, 2 
At5g16060, 3 
At5g18580, 2 
At5g19590, 4.2 
At5g20960, 3 
At5g22740, 2 
At5g23540, 4.2 
At5g23900, 3 
At5g26830, 4.2 
At5g28740, 3 
At5g35180, 4.2 
At5g36230, 4.2 
At5g37930, 4.2 
At5g38110, 3 
At5g40770, 4.2 
At5g41040, 2 
At5g42570, 4.2 
At5g43460, 3 
At5g45010, 3 
At5g45800, 4.2 
At5g46840, 3 
At5g47420, 4.2 
At5g47680, 3 
At5g53540, 4.2 
At5g54500, 3 
At5g55070, 4.2 
At5g55940, 3 
At5g58640, 4.2 
At5g64270, 4.2 
At5g64350, 3 
At5g67600, 3 
At1g01620, 4.2 
At1g01780, 1 
At1g08590, 4.4 
At1g11545, 3 
At1g22530, 1 
At1g22880, 4.4 
At1g23800, 4.2 
At1g32100, 4.2 
At1g36060, 1 
At1g43790, 1 
At1g52190, 4.4 
At1g52250, 1 
At1g53680, 4.4 
At1g55490, 4.2 
At1g57590, 4.4 
At1g59940, 1 
At1g62480, 1 
At1g64640, 3 
At1g77330, 1 
At2g16980, 4.2 
At2g22170, 4.2 
At2g22470, 1 
At2g27360, 4.4 
At2g33790, 4.2 
At2g35860, 1 
At2g36830, 4.4 
At2g41970, 1 
At2g46140, 4.4 
At2g47270, 4.4 
At3g05900, 3 
At3g06035, 3 
At3g15950, 4.4 
At3g16240, 4.2 
At3g18200, 4.2 
At3g22570, 1 
At3g48100, 1 
At3g53420, 3 
At3g53980, 1 
At3g54580, 1 
At3g54890, 4.4 
At3g61430, 4.4 
At4g12730, 1 
At4g14880, 1 
At4g17340, 4.4 
At4g36640, 1 
At5g03555, 4.4 
At5g04960, 1 
At5g05500, 1 
At5g19250, 1 
At5g20700, 1 
At5g23750, 1 
At5g23840, 4.4 
At5g24165, 1 
At5g26270, 1 
At5g44020, 1 
At5g47450, 4.2 
At5g48010, 4.4 
At5g49270, 1 
At5g53250, 1 
At5g58010, 1 
At5g60660, 4.4 
At5g61350, 1 
At5g63450, 4.4 
At5g65020, 3 
At1g01630, 4.4 
At1g01710, 4.4 
At1g02260, 4.4 
At1g03470, 4.4 
At1g04200, 4.4 
At1g04770, 4.4 
At1g04985, 4.4 
At1g04990, 4.4 
At1g05890, 2 
At1g06230, 4.4 
At1g06550, 4.4 
At1g07210, 3 
At1g07510, 4.4 
At1g07520, 4.4 
At1g07630, 3 
At1g07870, 4.4 
At1g08040, 4.2 
At1g08620, 4.4 
At1g09070, 4.4 
At1g09140, 4.4 
At1g09780, 4.2 
At1g09815, 3 
At1g11050, 4.4 
At1g11960, 4.4 
At1g12050, 4.4 
At1g15230, 2 
At1g15550, 4.4 
At1g15950, 4.2 
At1g16210, 4.4 
At1g16840, 4.2 
At1g16970, 4.4 
At1g17060, 4.4 
At1g17500, 4.4 
At1g17530, 4.4 
At1g18910, 4.4 
At1g19680, 4.4 
At1g20100, 4.4 
At1g22985, 2 
At1g23040, 4.2 
At1g23220, 4.4 
At1g23230, 4.4 
At1g24100, 4.4 
At1g25530, 4.4 
At1g29940, 4.4 
At1g30370, 4.4 
At1g31420, 4.4 
At1g31940, 4.4 
At1g32490, 4.4 
At1g34370, 4.2 
At1g36320, 4.4 
At1g36370, 4.4 
At1g42440, 4.4 
At1g43850, 4.2 
At1g45160, 4.2 
At1g47400, 4.4 
At1g48210, 4.4 
At1g48850, 4.2 
At1g49950, 4.4 
At1g50410, 3 
At1g51070, 4.2 
At1g51680, 4.4 
At1g51690, 4.2 
At1g51730, 4.4 
At1g52310, 4.4 
At1g54115, 4.4 
At1g54830, 4.4 
At1g55270, 4.4 
At1g55325, 4.4 
At1g55360, 4.4 
At1g55840, 4.4 
At1g56160, 4.4 
At1g56430, 4.4 
At1g58360, 4.4 
At1g59590, 2 
At1g62180, 4.4 
At1g62300, 3 
At1g62770, 2 
At1g63700, 4.4 
At1g64390, 2 
At1g65510, 2 
At1g65840, 4.4 
At1g67300, 4.4 
At1g68990, 2 
At1g69850, 4.4 
At1g70530, 4.4 
At1g71080, 4.2 
At1g71100, 4.4 
At1g71730, 4.4 
At1g72650, 4.4 
At1g72750, 3 
At1g73080, 4.2 
At1g73180, 4.4 
At1g74450, 2 
At1g74640, 4.4 
At1g75230, 3 
At1g75510, 4.4 
At1g75670, 4.4 
At1g76300, 4.4 
At1g77280, 4.4 
At1g77670, 4.4 
At1g77920, 3 
At1g77930, 4.4 
At1g78080, 4.2 
At1g78280, 4.4 
At1g79440, 4.4 
At1g80420, 4.4 
At1g80530, 4.4 
At2g01100, 4.2 
At2g01350, 4.4 
At2g02860, 4.2 
At2g03820, 4.4 
At2g05940, 4.4 
At2g06050, 4.4 
At2g06530, 4.4 
At2g14260, 4.4 
At2g15830, 4.4 
At2g16700, 2 
At2g17280, 4.4 
At2g17480, 4.4 
At2g17870, 4.4 
At2g19180, 4.4 
At2g20390, 4.4 
At2g20920, 4.4 
At2g21180, 4.4 
At2g21790, 3 
At2g21940, 4.4 
At2g23320, 4.4 
At2g23810, 4.4 
At2g24360, 4.2 
At2g25790, 4.4 
At2g25910, 4.4 
At2g26210, 3 
At2g27260, 4.4 
At2g27550, 4.4 
At2g29990, 4.4 
At2g29995, 4.4 
At2g30490, 4.4 
At2g30840, 4.4 
At2g31060, 4.4 
At2g31200, 4.4 
At2g32720, 4.4 
At2g36910, 4.2 
At2g37110, 4.4 
At2g37340, 3 
At2g37410, 4.4 
At2g37760, 4.4 
At2g38450, 4.4 
At2g38530, 4.4 
At2g38660, 4.4 
At2g39870, 4.4 
At2g40010, 4.4 
At2g40270, 4.4 
At2g40890, 4.4 
At2g43290, 4.4 
At2g43630, 2 
At2g44490, 4.4 
At2g45590, 4.4 
At2g46080, 4.4 
At2g46620, 4.4 
At2g46700, 4.4 
At2g47000, 4.4 
At2g47060, 4.4 
At2g47070, 4.2 
At2g47130, 4.4 
At3g01590, 4.4 
At3g01820, 4.4 
At3g01860, 4.4 
At3g02070, 4.4 
At3g02910, 1 
At3g03060, 4.4 
At3g03790, 4.4 
At3g04240, 4.2 
At3g04820, 4.4 
At3g05090, 4.4 
At3g05120, 4.4 
At3g06010, 4.4 
At3g06670, 4.4 
At3g07160, 4.4 
At3g07800, 4.4 
At3g08690, 4.4 
At3g10190, 4.4 
At3g10670, 4.4 
At3g12130, 4.4 
At3g12570, 4.4 
At3g12820, 4.4 
At3g12920, 4.2 
At3g13440, 4.4 
At3g13460, 4.4 
At3g13940, 4.4 
At3g14060, 4.2 
At3g14180, 2 
At3g14200, 3 
At3g14470, 4.4 
At3g15180, 4.4 
At3g15300, 4.4 
At3g15590, 4.4 
At3g16310, 4.4 
At3g16810, 3 
At3g17465, 4.4 
At3g18280, 4.2 
At3g18290, 4.4 
At3g18560, 4.4 
At3g18990, 4.2 
At3g19580, 4.4 
At3g20870, 4.2 
At3g21240, 4.4 
At3g21270, 4.2 
At3g23410, 4.4 
At3g23580, 4.4 
At3g25070, 4.4 
At3g26090, 4.2 
At3g26440, 4.4 
At3g27060, 4.2 
At3g27280, 4.4 
At3g27560, 4.4 
At3g27570, 4.4 
At3g27880, 2 
At3g28480, 4.4 
At3g29090, 4.4 
At3g43590, 4.4 
At3g45620, 4.4 
At3g46600, 4.4 
At3g47040, 4.4 
At3g47510, 2 
At3g47640, 4.4 
At3g47990, 4.2 
At3g49390, 4.4 
At3g49860, 4.4 
At3g50740, 4.4 
At3g50880, 4.4 
At3g50910, 4.4 
At3g51000, 2 
At3g51670, 4.4 
At3g52500, 4.4 
At3g52870, 4.4 
At3g53970, 4.4 
At3g55270, 4.4 
At3g55560, 4.4 
At3g55620, 4.4 
At3g56880, 4.4 
At3g57090, 4.4 
At3g57880, 4.4 
At3g58010, 4.4 
At3g58060, 4.4 
At3g59280, 3 
At3g59950, 4.2 
At3g60180, 4.4 
At3g60300, 4.2 
At3g61930, 4.4 
At3g61980, 4.2 
At3g62980, 2 
At4g00080, 2 
At4g02330, 4.4 
At4g02600, 4.4 
At4g03080, 4.4 
At4g04950, 4.2 
At4g04990, 2 
At4g05000, 4.4 
At4g05020, 4.4 
At4g05200, 4.4 
At4g11220, 4.2 
At4g11650, 2 
At4g12910, 4.4 
At4g13460, 4.4 
At4g14110, 4.4 
At4g15910, 4.4 
At4g16370, 4.2 
At4g16780, 2 
At4g16830, 4.2 
At4g17483, 4.4 
At4g17940, 4.4 
At4g18580, 4.4 
At4g18700, 4.4 
At4g18880, 4.4 
At4g21580, 4.4 
At4g21710, 4.4 
At4g24400, 4.4 
At4g24560, 4.4 
At4g24680, 4.4 
At4g25230, 4.4 
At4g25320, 4.4 
At4g25700, 4.4 
At4g25880, 4.4 
At4g25900, 4.4 
At4g26060, 4.4 
At4g26180, 4.4 
At4g26640, 4.4 
At4g26890, 4.4 
At4g27010, 4.4 
At4g27060, 4.2 
At4g28440, 3 
At4g28450, 4.4 
At4g29340, 2 
At4g29780, 4.4 
At4g29810, 3 
At4g30150, 4.4 
At4g30490, 4.4 
At4g31290, 4.4 
At4g31940, 4.2 
At4g32160, 4.2 
At4g32440, 2 
At4g32551, 4.4 
At4g32620, 4.2 
At4g32910, 2 
At4g33200, 4.4 
At4g34040, 4.4 
At4g34230, 2 
At4g34460, 4.4 
At4g35110, 4.4 
At4g35220, 4.2 
At4g35800, 4.2 
At4g36730, 4.4 
At4g38580, 4.4 
At4g38950, 4.4 
At4g39270, 4.4 
At4g39540, 4.4 
At5g01490, 4.4 
At5g01950, 4.4 
At5g01960, 4.4 
At5g02580, 4.4 
At5g02640, 2 
At5g02880, 4.4 
At5g03380, 4.4 
At5g03570, 4.4 
At5g04720, 4.4 
At5g04910, 4.4 
At5g05250, 4.4 
At5g05960, 4.4 
At5g06270, 1 
At5g06330, 4.4 
At5g06370, 4.4 
At5g06750, 3 
At5g06950, 2 
At5g07010, 4.4 
At5g07030, 4.2 
At5g07470, 4.2 
At5g09590, 4.4 
At5g10070, 3 
At5g10710, 2 
At5g10810, 3 
At5g12010, 4.4 
At5g12040, 4.4 
At5g12310, 4.2 
At5g12390, 4.4 
At5g13160, 4.4 
At5g13240, 4.2 
At5g13550, 4.4 
At5g13780, 4.4 
At5g13820, 4.4 
At5g13910, 4.4 
At5g14800, 4.4 
At5g15130, 4.4 
At5g15230, 3 
At5g15450, 2 
At5g17010, 4.4 
At5g18110, 4.4 
At5g18400, 4.4 
At5g19140, 4.4 
At5g21090, 4.2 
At5g22790, 4.4 
At5g23380, 4.4 
At5g24270, 4.4 
At5g24530, 4.4 
At5g24660, 4.4 
At5g24760, 4.4 
At5g25520, 4.2 
At5g25840, 4.4 
At5g26110, 4.4 
At5g26860, 4.4 
At5g27600, 4.4 
At5g35320, 3 
At5g35750, 4.4 
At5g37370, 4.2 
At5g37600, 1 
At5g38280, 4.4 
At5g38820, 4.4 
At5g40580, 4.4 
At5g40760, 4.2 
At5g40780, 4.4 
At5g41790, 4.4 
At5g42050, 4.4 
At5g43100, 4.4 
At5g43330, 4.4 
At5g43700, 4.4 
At5g45340, 4.4 
At5g45360, 4.4 
At5g47080, 3 
At5g47370, 4.4 
At5g47710, 4.4 
At5g47870, 4.4 
At5g47880, 4.4 
At5g47910, 4.4 
At5g48030, 4.4 
At5g48150, 4.4 
At5g48340, 4.4 
At5g48380, 4.4 
At5g48850, 4.2 
At5g48930, 4.4 
At5g49660, 4.2 
At5g49710, 4.4 
At5g50870, 4.4 
At5g51340, 4.4 
At5g51740, 4.4 
At5g54170, 4.4 
At5g54640, 4.4 
At5g54650, 4.4 
At5g55230, 4.4 
At5g55310, 4.4 
At5g55600, 2 
At5g56260, 4.4 
At5g56350, 4.4 
At5g56790, 4.4 
At5g58070, 2 
At5g58620, 4.4 
At5g58650, 4.4 
At5g59560, 4.4 
At5g59830, 4.4 
At5g60540, 4.4 
At5g60710, 4.4 
At5g61530, 4.2 
At5g62570, 4.4 
At5g62910, 4.4 
At5g63760, 4.2 
At5g65440, 4.4 
At5g65720, 4.4 
At5g66120, 4.4 
At5g67130, 4.4 
At5g67330, 4.2 
At5g67370, 4.4 
At5g67380, 4.2 
At1g01800, 4.2 
At1g02160, 4.2 
At1g02500, 2 
At1g04590, 3 
At1g07170, 4.2 
At1g09560, 4.2 
At1g10380, 4.2 
At1g14670, 4.2 
At1g14830, 3 
At1g21670, 2 
At1g23020, 4.2 
At1g26580, 4.2 
At1g26665, 2 
At1g26670, 4.2 
At1g26850, 4.2 
At1g27310, 4.2 
At1g28400, 3 
At1g30580, 3 
At1g31910, 4.2 
At1g47530, 4.2 
At1g51650, 3 
At1g53000, 2 
At1g56450, 4.2 
At1g58080, 4.2 
At1g61780, 3 
At1g66240, 4.2 
At1g69510, 3 
At1g70660, 4.2 
At1g72430, 4.2 
At1g73120, 2 
At1g78140, 2 
At1g78800, 4.2 
At1g80240, 2 
At1g80270, 3 
At2g02050, 3 
At2g02100, 3 
At2g02760, 4.2 
At2g05830, 2 
At2g19790, 3 
At2g20585, 4.2 
At2g20820, 3 
At2g21240, 4.2 
At2g23350, 3 
At2g24765, 3 
At2g26140, 3 
At2g27730, 3 
At2g29530, 3 
At2g30500, 2 
At2g32580, 4.2 
At2g35120, 3 
At2g37600, 2 
At2g40840, 4.2 
At2g42310, 3 
At2g43780, 3 
At2g44610, 4.2 
At2g45240, 3 
At2g47580, 3 
At3g01280, 3 
At3g01390, 3 
At3g01740, 3 
At3g01780, 3 
At3g02190, 3 
At3g02580, 4.2 
At3g03960, 3 
At3g04780, 3 
At3g07720, 2 
At3g08610, 3 
At3g10420, 2 
At3g12090, 3 
At3g16910, 4.2 
At3g21865, 3 
At3g22320, 3 
At3g22600, 2 
At3g22620, 2 
At3g25930, 2 
At3g27310, 4.2 
At3g29180, 3 
At3g44100, 4.2 
At3g47833, 4.2 
At3g51610, 3 
At3g52090, 3 
At3g52730, 3 
At3g55360, 4.2 
At3g59920, 4.2 
At3g60210, 3 
At3g60250, 4.2 
At3g62290, 4.2 
At4g02940, 4.2 
At4g04210, 3 
At4g04830, 4.2 
At4g15930, 3 
At4g16190, 2 
At4g16444, 4.2 
At4g16450, 3 
At4g16520, 4.2 
At4g17520, 3 
At4g19690, 2 
At4g22670, 3 
At4g22890, 2 
At4g25210, 3 
At4g25550, 3 
At4g27130, 4.2 
At4g28250, 2 
At4g29480, 3 
At4g29740, 2 
At4g30996, 3 
At4g32470, 4.2 
At4g33010, 3 
At4g38270, 3 
At4g38510, 4.2 
At4g39220, 3 
At4g39280, 3 
At5g01890, 2 
At5g05660, 3 
At5g09880, 4.2 
At5g10780, 3 
At5g13100, 3 
At5g14640, 2 
At5g15190, 2 
At5g16050, 4.2 
At5g19760, 3 
At5g19860, 4.2 
At5g20650, 4.2 
At5g20890, 3 
At5g22630, 4.2 
At5g23670, 4.2 
At5g25760, 4.2 
At5g38560, 2 
At5g39500, 3 
At5g43560, 2 
At5g45130, 3 
At5g47210, 2 
At5g47570, 3 
At5g49810, 2 
At5g50810, 3 
At5g53560, 3 
At5g54310, 3 
At5g54510, 2 
At5g54900, 2 
At5g57950, 3 
At5g58110, 3 
At5g59480, 4.2 
At5g61140, 2 
At5g61790, 4.2 
At5g63670, 3 
At5g64670, 2 
At5g65110, 3 
At5g65260, 3 
At5g65660, 4.2 
At5g66680, 3 
At1g03990, 4.3 
At1g17960, 4.3 
At1g24430, 4.3 
At1g28370, 4.3 
At1g43800, 4.3 
At1g67100, 4.1 
At1g67600, 4.1 
At1g67750, 4.3 
At1g72900, 4.3 
At1g75290, 4.3 
At2g02120, 2 
At2g04070, 2 
At2g18360, 4.3 
At2g18370, 4.3 
At2g19970, 4.4 
At2g19990, 4.3 
At2g23760, 4.3 
At2g39370, 4.4 
At3g13950, 2 
At3g15650, 4.3 
At3g21420, 4.3 
At3g22120, 4.3 
At3g43190, 4.3 
At3g45730, 4.3 
At3g47110, 4.1 
At3g58550, 4.3 
At3g58990, 4.3 
At3g61830, 4.3 
At4g13195, 2 
At4g13345, 4.3 
At4g14630, 4.3 
At4g19810, 4.3 
At4g24110, 4.3 
At4g26200, 4.3 
At4g27150, 4.1 
At4g28390, 2 
At4g29190, 4.3 
At4g30140, 4.3 
At4g33560, 4.1 
At4g36700, 4.3 
At4g37240, 4.3 
At5g04730, 4.3 
At5g08380, 2 
At5g13170, 4.1 
At5g22500, 4.3 
At5g39890, 4.3 
At5g43450, 4.3 
At5g49630, 4.3 
At5g51130, 2 
At5g55620, 4.3 
At5g60520, 4.4 
At5g63560, 4.3 
At5g64000, 4.1 
At5g64110, 1 
At1g04700, 4.1 
At1g05300, 4.1 
At1g08310, 4.1 
At1g09750, 2 
At1g10970, 3 
At1g16440, 4.1 
At1g19715, 4.1 
At1g26700, 4.1 
At1g48640, 1 
At1g50110, 4.1 
At1g52240, 4.1 
At1g52410, 2 
At1g54940, 4.1 
At1g55640, 4.1 
At1g58290, 4.1 
At1g60000, 4.1 
At1g60960, 1 
At1g64860, 2 
At1g66460, 4.1 
At1g68650, 4.1 
At1g70840, 4.1 
At1g71500, 4.1 
At1g72890, 4.1 
At1g73860, 4.1 
At1g74730, 4.1 
At1g75620, 4.1 
At1g79320, 1 
At2g03720, 1 
At2g05160, 4.1 
At2g17590, 4.1 
At2g22290, 4.1 
At2g24400, 4.1 
At2g29890, 4.1 
At2g30040, 4.1 
At2g34810, 2 
At2g36210, 1 
At2g36885, 4.1 
At2g36890, 1 
At2g36990, 2 
At2g37820, 1 
At2g39510, 4.1 
At2g40300, 4.1 
At2g42870, 4.1 
At2g46650, 1 
At3g01730, 1 
At3g06070, 1 
At3g07900, 4.1 
At3g09240, 4.1 
At3g10310, 4.1 
At3g17609, 3 
At3g18170, 1 
At3g18450, 4.1 
At3g26570, 4.1 
At3g27650, 4.1 
At3g46700, 4.1 
At3g46760, 4.1 
At3g48940, 4.1 
At3g51970, 4.1 
At3g53200, 4.1 
At3g53650, 4.1 
At3g54870, 1 
At3g59120, 1 
At3g59340, 1 
At4g00780, 4.1 
