AGI,0,3,6,12,24,48,72
At1g64040,3.0329,3.9992,3.0261,3.4716,5.8556,8.6313,7.8188
At1g66140,0.9495,0.9478,0.9298,0.9518,1.3537,1.8563,1.6246
At1g67060,1.3595,1.4389,1.3353,1.2868,2.2487,3.2738,2.9
At1g68450,0.9515,1.0122,0.9812,1.0252,1.0921,1.5615,1.4202
At1g68850,1.3594,1.5298,1.2155,1.4621,2.2659,5.4261,4.0954
At1g69040,1.38,1.5495,1.4341,1.5272,2.2033,3.5541,2.9989
At1g69840,0.803,0.8088,0.8018,0.8074,1.0129,1.2981,1.2413
At1g70170,0.9655,1.1933,1.2849,1.2871,1.4489,1.8497,1.7023
At1g70520,1.433,1.248,1.2279,1.2111,1.784,2.6082,2.4489
At1g70560,0.9506,0.9982,0.943,1.0142,1.4203,2.2698,1.9405
At1g71400,1.9228,1.9391,1.6177,1.6036,3.2959,5.5387,4.8003
At1g71840,1.8808,2.0378,1.7782,1.9622,2.706,3.6155,3.3142
At1g74460,2.8679,3.3154,2.6659,3.6854,5.8861,9.79,6.4172
At1g74790,1.726,1.8925,1.6568,2.02,3.1928,4.5327,3.5968
At1g75860,0.9119,0.9939,0.9803,0.9436,1.0594,1.3783,1.2956
At1g77510,2.3762,2.263,1.8449,1.9241,3.8281,6.7717,5.9145
At1g77840,2.7032,2.8561,2.2035,2.6822,4.1249,6.2363,5.2728
At1g78090,1.1968,1.8132,1.3322,1.287,2.7591,4.4171,3.0169
At1g79160,0.8272,0.8853,0.8368,0.9023,0.9872,1.4216,1.2745
At1g79210,2.008,2.9312,1.9176,2.6036,5.0243,7.8923,6.6478
At1g79450,1.1218,0.98,1.0414,0.9864,1.4466,2.0743,1.9217
At2g01170,1.4988,1.5917,1.5122,1.6186,2.5923,3.4907,3.0422
At2g02220,1.0146,0.9586,0.955,0.9538,1.3249,2.0883,1.8833
At2g02810,1.0987,1.117,1.0406,0.9546,1.5081,2.2297,2.1156
At2g03200,1.7051,1.6799,1.4846,1.7716,2.9943,4.7504,3.9413
At2g03430,1.0875,1.1784,1.0291,1.1161,1.4755,2.0141,1.7332
At2g05630,1.3862,1.5376,1.3685,1.2846,1.8486,2.4853,2.166
At2g11520,1.1645,1.3488,1.1307,1.1749,2.0235,3.1564,2.8139
At2g14750,2.4224,2.6195,2.3198,2.5226,3.6717,5.2251,4.4436
At2g15000,1.7406,2.0067,1.8885,1.875,4.1166,5.9005,4.7112
At2g16710,1.8168,2.0129,1.6975,1.859,3.0707,4.2097,3.734
At2g16760,0.9953,1.0773,1.0662,1.0207,1.2167,1.7327,1.6068
At2g16900,1.0107,1.1323,0.9984,1.1216,1.471,2.5964,2.3868
At2g17760,1.4664,1.436,1.4216,1.7082,2.3007,3.4426,3.0342
At2g18220,0.9127,0.9453,0.9589,0.8824,1.0846,1.3749,1.3102
At2g20030,0.9874,0.9505,0.9094,0.9778,1.3376,1.6877,1.548
At2g20320,1.3238,1.3949,1.2421,1.3158,1.9653,3.021,2.7145
At2g20800,0.6566,0.6447,0.6725,0.6549,1.2604,2.8017,2.5207
At2g20830,1.0013,1.0645,1.0015,1.115,1.471,1.9247,1.8054
At2g20960,1.6876,1.9236,1.7804,1.7944,3.0091,4.2015,3.5553
At2g22250,1.4699,1.8157,1.6327,1.9705,4.1331,6.8707,6.0089
At2g22510,1.5485,1.5309,1.6253,1.5793,3.9252,6.2084,4.1095
At2g23170,0.7661,0.7087,0.7489,0.8231,2.1215,7.1638,5.5229
At2g23420,0.9129,0.9551,0.9421,0.9091,1.1375,1.7358,1.4582
At2g23540,3.5078,3.9084,3.209,4.1342,6.549,10.8357,8.6432
At2g24180,2.2812,3.2031,3.2091,4.0307,4.7325,9.9483,8.4046
At2g24280,0.8639,0.9263,0.912,0.9176,1.0867,1.5188,1.243
At2g24500,2.0983,2.5239,2.1303,2.3297,3.2878,4.4944,4.205
At2g25735,1.0276,1.038,0.9109,0.9122,1.4621,2.1269,1.6598
At2g26300,1.3209,1.4493,1.4833,1.4711,2.1972,3.1805,2.8595
At2g26780,1.3351,1.4583,1.2807,1.2579,1.9904,2.5815,2.1761
At2g28380,1.1828,1.1596,1.1681,1.1077,1.5446,1.9018,1.6246
At2g28760,1.8085,1.7646,1.6351,1.687,2.2841,3.1147,2.786
At2g29330,1.295,1.2294,1.1216,1.0297,2.6752,5.1398,3.3028
At2g29980,4.5293,5.4669,4.4302,4.9554,8.1141,11.5767,10.109
At2g30250,1.1282,1.1847,0.9852,1.2165,1.6162,2.9417,2.6861
At2g30530,1.1087,1.1411,1.0954,1.1258,1.5357,1.9065,1.7052
At2g31240,1.0967,1.1584,1.1033,1.1634,1.3619,1.6974,1.5995
At2g33490,0.9614,0.9762,1.0086,0.9709,1.1779,1.5188,1.3539
At2g34140,1.2923,1.4223,1.2538,1.3595,1.7092,2.179,2.017
At2g35380,1.6859,1.7867,1.3133,1.5562,2.4536,4.6462,3.5986
At2g35770,1.2058,1.2449,1.2528,1.1781,2.0124,3.038,2.0978
At2g35900,1.2536,1.3401,1.1927,1.2235,1.7567,2.4348,2.2658
At2g35930,3.3655,3.4769,3.1866,4.1213,8.3524,12.7798,10.7409
At2g36720,1.1387,1.1525,1.1427,1.2223,1.5104,1.8462,1.6249
At2g36850,1.9446,2.197,1.9193,2.005,3.2994,4.5462,4.1909
At2g36930,2.7848,3.562,3.2093,3.7244,5.6118,9.8191,8.8591
At2g38110,0.9383,0.9884,0.8888,0.9297,1.1623,1.9711,1.4568
At2g38470,1.2678,1.8257,1.7749,1.5392,2.4043,5.1718,4.1719
At2g38770,1.2609,1.4357,1.3808,1.4955,2.294,3.3118,2.9749
At2g39210,1.4511,1.4242,1.4711,1.6671,3.1464,4.9591,3.8915
At2g39580,0.8556,0.9038,0.8792,0.8913,1.1124,1.343,1.2147
At2g40140,2.4827,2.967,2.5044,2.4678,4.4026,6.8863,6.2564
At2g40370,1.2527,1.2607,1.2075,1.2298,1.7099,3.9862,3.3043
At2g40620,1.2099,1.2381,1.1499,1.1125,1.6586,2.1389,1.8382
At2g41100,1.0622,1.773,1.4316,1.4301,3.2875,8.7778,5.7061
At2g41500,1.3866,1.5459,1.4171,1.4529,1.9924,3.2082,2.956
At2g41540,1.5726,1.6467,1.4384,1.643,2.2547,3.2967,2.4385
At2g41620,1.2407,1.3265,1.2455,1.3189,1.6624,2.0128,1.8462
At2g41630,1.9975,2.136,1.8475,2.1365,3.2813,4.354,3.6825
At2g41640,0.7306,0.7921,0.8475,0.8239,0.9191,1.201,1.1492
At2g42750,0.9522,1.0733,1.079,1.198,2.8949,4.568,3.9293
At2g42910,2.5509,2.9098,2.6275,2.8864,5.7898,8.3327,6.5608
At2g43100,0.8687,0.7961,0.8872,0.8714,1.1112,1.6867,1.5524
At2g43390,0.7313,0.6828,0.7833,0.8066,0.8971,1.2852,0.9731
At2g43610,8.3535,8.3045,7.6585,10.3152,26.5647,46.6574,40.3143
At2g43670,1.224,1.2204,1.0216,1.1298,1.6661,2.1555,1.9882
At2g44270,1.2593,1.3201,1.2114,1.3084,1.5941,2.0178,1.8745
At2g44770,1.5695,1.6763,1.4456,1.5671,2.321,3.2006,2.8296
At2g45290,1.5145,1.3858,1.3262,1.5397,2.9458,5.484,4.1335
At2g45970,0.8756,0.8223,0.9068,0.8615,1.0167,1.5507,1.182
At2g47140,1.7255,1.894,1.5205,1.577,2.6161,3.4365,3.0798
At2g47200,1.2214,1.4006,1.1575,1.3921,1.9983,3.8698,2.8015
At3g03950,1.3391,1.5467,1.3889,1.4182,2.0576,3.1925,3.0042
At3g04370,0.9367,1.0362,0.8463,0.9933,1.1955,1.9707,1.6288
At3g04600,1.1697,1.3246,1.2362,1.1957,1.7121,2.2076,1.9843
At3g04640,0.9444,0.9837,1.0235,1.0357,1.4424,2.5464,2.1649
At3g06040,1.9638,1.8846,1.7294,1.6247,2.8735,3.9015,3.1165
At3g06530,1.0982,1.2858,1.2063,1.2532,1.486,1.8809,1.7556
At3g07640,1.3621,1.5569,1.4566,1.5948,2.2912,3.254,2.8108
At3g07860,0.7658,0.787,0.801,0.7449,0.8763,1.2973,1.1407
At3g08640,2.1008,2.0781,2.0701,2.0263,3.3732,4.6101,4.1757
At3g08760,1.3384,1.2781,1.3646,1.4675,2.0308,3.2005,2.942
At3g09100,0.9756,0.9623,0.9248,0.9822,1.3902,1.981,1.8384
At3g09350,1.1418,1.2487,1.1139,1.0252,1.3566,1.9357,1.7008
At3g09440,5.8073,6.7528,4.1472,5.5038,7.9234,12.8087,10.851
At3g09900,1.6146,1.8677,1.7808,1.7187,2.5779,3.9427,3.3871
At3g10050,1.2177,1.501,1.2921,1.2456,1.9014,2.6872,2.5306
At3g10350,1.0792,1.0776,1.0511,1.1947,1.398,1.7777,1.5325
At3g10500,4.2053,4.7915,4.1757,4.483,7.2105,10.7693,9.1549
At3g10720,1.8038,1.8533,1.6158,1.5798,2.5821,4.1743,3.8532
At3g10970,0.9552,0.9787,0.9355,0.9969,1.3147,1.8315,1.6638
At3g11430,0.936,1.1092,0.9729,1.0785,1.4753,2.4019,2.0636
At3g11820,2.0306,2.249,2.0762,2.0761,2.8868,3.9945,3.7757
At3g13330,2.1722,2.4155,1.9404,2.2153,4.2574,8.9032,8.0955
At3g15357,1.297,1.5707,1.3611,1.4196,1.8478,2.4286,1.9975
At3g17910,1.2459,1.3366,1.209,1.293,1.594,2.0324,1.8273
At3g18030,0.9704,1.1162,1.0122,1.0486,1.4384,1.9926,1.8526
At3g18350,0.8975,0.8556,0.8814,0.8616,1.1277,1.5139,1.3835
At3g18380,1.1269,1.1392,1.0926,1.3248,1.5156,1.9213,1.8069
At3g18400,0.9277,0.9735,0.8701,0.9366,1.1056,1.8097,1.5143
At3g18440,1.0298,0.9889,1.008,1.0283,1.3658,1.663,1.467
At3g18830,1.818,2.0613,1.7518,2.2554,4.4774,7.2069,5.9445
At3g18860,2.3989,2.9691,2.4089,2.7249,4.4595,6.4967,5.5509
At3g19010,2.5998,3.1366,2.5616,2.9517,5.1222,8.1216,6.507
At3g19130,4.2078,4.7432,3.6199,3.9501,5.386,6.8718,6.3356
At3g19170,1.4347,1.5406,1.6018,1.7123,2.2764,3.6407,3.1222
At3g19200,0.737,0.7122,0.7093,0.731,0.8987,1.5604,1.3463
At3g20650,1.2196,1.1721,1.1634,1.1495,2.6539,4.2561,3.216
At3g22220,1.078,1.0775,1.0421,1.156,1.3453,1.74,1.5044
At3g23280,3.6781,3.3455,3.4239,3.7819,6.6996,10.1247,8.6371
At3g23560,1.7075,2.0046,1.7042,1.8618,3.8032,5.7307,4.5481
At3g24440,0.9964,1.1014,0.9959,1.0822,1.3573,1.7734,1.5869
At3g24503,11.307,12.0174,8.5647,9.6535,13.4188,19.7724,18.1969
At3g25110,1.5474,1.594,1.4718,1.6198,1.9854,2.5192,2.253
At3g25150,2.3652,2.7471,2.3185,2.7294,3.4394,4.4601,4.0527
At3g25900,2.238,2.225,2.0572,2.2414,3.6783,5.357,4.3688
At3g26640,1.1366,1.2278,1.2061,1.1824,1.4617,1.741,1.619
At3g26910,1.1276,1.1106,1.1414,1.2314,1.5644,2.3188,2.0805
At3g27210,1.5268,1.5889,1.5349,1.6999,2.2452,2.9504,2.5927
At3g27270,1.0134,1.0718,0.9782,1.0772,1.5564,2.6946,2.3757
At3g27580,1.0735,1.0663,1.0387,1.1757,3.2378,5.447,4.8031
At3g28850,0.9503,0.9989,0.9936,1.0408,1.2654,1.7197,1.5657
At3g44540,1.0582,1.046,0.9953,1.1655,1.7341,4.0349,3.5041
At3g44550,0.8658,0.9377,0.9375,1.0572,1.266,2.8043,2.1316
At3g45770,1.2744,1.2228,1.2275,1.1969,1.5817,2.2076,1.8438
At3g46210,0.8688,0.9562,0.9585,0.9943,1.2363,1.6862,1.5559
At3g48410,1.0214,1.1354,1.0254,1.078,1.9071,3.1393,2.5368
At3g48450,0.9868,1.0503,1.0755,1.3561,3.8394,9.3527,8.5173
At3g48890,2.8378,3.048,2.6505,3.0108,6.0931,9.6612,7.6642
At3g50400,0.9508,0.9362,0.8744,0.9956,1.4465,2.8821,2.092
At3g52140,2.1228,2.4377,2.2866,2.3369,3.879,5.7543,5.0244
At3g53230,1.7379,1.8974,1.6467,1.7938,4.4419,12.0142,10.0219
At3g53510,1.0014,0.9757,0.9771,1.0888,1.4546,2.2465,1.7038
At3g54010,1.9103,2.0524,1.9292,1.9319,3.1522,4.3235,3.6684
At3g54980,1.0632,1.1384,1.0107,1.0925,1.3183,1.667,1.4964
At3g55400,0.9299,1.0229,1.0316,0.9814,1.1556,1.6448,1.4814
At3g55530,1.0703,1.1397,1.0458,1.1043,1.5524,2.0611,1.8641
At3g55740,0.8272,0.8422,0.8917,0.9348,1.0418,1.3233,1.2379
At3g55980,0.9784,1.022,1.0042,1.0725,1.5912,2.9366,2.6285
At3g56690,0.9491,1.0278,1.031,1.0127,1.2121,1.4901,1.3585
At3g57170,0.8967,0.9227,0.8924,0.8953,1.2304,1.574,1.38
At3g57300,1.1617,1.2145,1.1883,1.1543,1.7682,2.3024,2.1033
At3g59640,1.0619,1.1451,1.0487,1.1009,1.3591,1.8397,1.639
At3g59660,1.8061,2.2347,1.6257,1.809,2.9362,4.2193,3.3763
At3g59770,1.4661,1.6102,1.4145,1.4127,2.0001,2.4679,2.1847
At3g61100,0.955,1.133,1.0815,1.1472,1.2177,1.5294,1.4089
At4g02410,1.1973,1.318,1.1657,1.1286,1.6392,2.8721,2.5483
At4g02880,0.9574,0.9114,0.8672,0.8701,1.2752,2.1256,1.9108
At4g03120,1.7635,1.6283,1.6712,1.6248,2.5003,3.2003,2.7054
At4g04610,1.7609,1.5802,1.2637,1.522,3.1087,5.7548,4.9152
At4g07410,1.1511,1.3616,1.2283,1.2134,1.7569,2.334,2.1331
At4g08850,2.0679,2.5099,2.582,2.9008,5.306,10.1404,8.6802
At4g09110,0.6957,0.6504,0.6946,0.7205,1.0117,1.7448,1.6173
At4g11240,1.8713,2.0664,1.8214,1.7535,2.8378,3.8009,3.3331
At4g11670,1.0144,1.1023,1.077,1.1231,1.3819,1.727,1.6033
At4g12720,3.1292,3.5004,2.9706,3.0223,5.5748,12.0027,9.4367
At4g14220,0.9205,1.0426,0.9282,0.9735,1.2302,1.6507,1.5305
At4g14680,0.9888,1.0261,0.9895,0.9645,1.5757,2.8241,2.4758
At4g15010,1.2671,1.2749,1.2596,1.252,1.7314,2.3553,2.1082
At4g15420,1.4689,1.5778,1.5517,1.6306,2.5644,3.9528,3.3857
At4g15900,1.6972,1.9615,1.7677,1.8038,2.5945,3.5745,3.0113
At4g17150,0.8411,0.9236,0.9119,0.874,1.0873,1.3877,1.2255
At4g17490,0.8595,0.8128,1.005,0.9381,1.7038,3.0932,2.3858
At4g19200,3.1693,3.1357,2.2374,2.1745,3.4316,5.9824,5.2785
At4g19370,0.8953,0.8398,0.9827,1.1113,3.7278,6.6369,5.6331
At4g20010,1.2596,1.3258,1.3207,1.336,1.6904,2.2073,1.9629
At4g20020,1.7652,2.0599,1.8648,1.8404,2.4315,3.0332,2.5795
At4g20860,4.0243,4.9605,3.8657,4.2239,5.4142,7.0119,6.703
At4g21470,1.4713,1.6221,1.4367,1.6196,2.1441,2.7324,2.475
At4g22820,2.9829,2.4374,2.4963,2.6459,4.1213,5.5222,4.4715
At4g23010,3.505,3.9245,2.8829,2.9801,5.0978,7.7874,7.3421
At4g23910,0.9848,1.0714,0.994,0.9694,1.3135,1.6823,1.5354
At4g24140,1.4696,1.4901,1.3302,1.4411,2.1436,4.7716,3.6456
At4g24380,0.981,1.0386,1.0075,1.1472,2.0285,2.966,2.2852
At4g24690,4.1389,4.0453,3.4802,4.6014,10.8244,18.1916,15.4854
At4g24820,5.8487,6.1737,5.1815,5.7613,10.3589,13.9943,11.2619
At4g25240,1.3148,1.435,1.2312,1.2575,1.5856,2.2672,2.1245
At4g26110,1.4612,1.8538,1.5251,1.6678,2.5311,4.5231,3.813
At4g26470,1.1606,1.2905,1.1868,1.3135,2.2724,3.8715,3.2708
At4g26750,1.3895,1.361,1.2733,1.2616,1.9892,2.5493,2.2556
At4g26870,2.0647,2.5518,2.3695,2.3739,3.6281,5.1967,4.4764
At4g27280,1.128,1.3281,1.3097,1.3112,2.0958,4.2315,3.7211
At4g27680,1.2472,1.2945,1.2102,1.2932,1.6775,2.3718,2.103
At4g27830,0.7759,0.8574,0.8829,0.9226,1.0511,1.4823,1.3434
At4g28570,1.3544,1.3541,1.4019,1.4043,2.2304,3.1015,2.7594
At4g30120,0.7493,0.8859,0.7824,0.9339,1.5326,2.2197,1.8229
At4g31330,1.3293,1.2941,1.1719,1.1968,2.1682,3.6395,3.1033
At4g31410,1.1791,1.1566,1.0829,1.2248,1.5168,1.8879,1.5648
At4g33020,0.8363,0.7868,0.8338,0.9151,1.3089,2.0037,1.8017
At4g33430,2.4414,2.5481,2.0882,2.3947,4.003,5.5683,4.4578
At4g33910,1.276,1.41,1.2519,1.2656,2.1554,3.1798,2.8386
At4g34390,1.3172,1.3884,1.1965,1.187,1.5634,2.13,1.9641
At4g34630,1.8146,1.95,1.4695,1.9054,3.3672,4.868,4.224
At4g35910,0.9417,1.0498,1.0598,1.0133,1.3299,1.7584,1.5494
At4g36610,1.6392,1.6528,1.4027,2.3623,3.3389,6.0678,3.9336
At4g36680,0.9779,1.1401,1.0475,1.0632,1.3342,1.6493,1.5514
At4g39330,0.7223,0.7433,0.7613,0.7866,0.8507,1.0914,1.0068
At4g39940,1.5864,1.5231,1.5843,1.8842,2.2468,3.8871,3.1133
At4g39980,6.42,6.8544,4.9565,5.6674,10.7963,17.1967,15.813
At5g01870,0.8316,0.8403,0.8396,0.8569,1.3418,3.0925,2.3387
At5g02290,1.2305,1.2664,1.1526,1.0619,1.5143,2.0355,1.8147
At5g02490,1.3469,2.0989,1.607,1.9295,2.0143,2.886,2.548
At5g03030,2.0099,2.427,1.9565,2.0341,2.6286,4.6528,3.9977
At5g04850,1.1135,1.118,1.1407,1.1282,1.4363,1.7551,1.6744
At5g05640,1.0671,1.3095,1.094,1.4894,1.9152,3.0994,2.57
At5g05790,1.1912,1.376,1.1432,1.001,1.3997,1.9597,1.7879
At5g07130,1.0373,1.1271,1.0618,1.2356,1.4989,2.3177,1.679
At5g07270,1.1555,1.2089,1.1651,1.1679,1.6974,2.1275,1.8056
At5g09270,1.0496,1.1832,1.1446,1.0923,1.8578,2.8198,2.5752
At5g09480,2.399,2.4521,1.774,2.2364,4.0495,7.569,6.1626
At5g13190,2.9527,3.7087,2.8429,3.1612,4.7763,10.0462,8.45
At5g14520,3.0462,3.8169,3.1523,3.3892,5.5438,8.3602,7.0925
At5g15730,1.5254,1.5508,1.3822,1.4839,1.9445,2.4003,2.1757
At5g15870,1.1651,1.1944,1.214,1.0998,1.706,2.688,1.8642
At5g16750,0.91,1.0109,0.9138,1.042,1.2995,2.0344,1.9039
At5g19410,0.9419,0.9125,0.8878,0.9482,1.161,2.0417,1.4582
At5g20270,0.8852,0.8919,0.9817,1.0803,1.1788,1.6971,1.2459
At5g20910,1.3925,1.4561,1.3305,1.5132,2.672,5.3913,4.6916
At5g22060,4.2554,3.8989,3.8409,3.4916,5.9637,7.4593,6.7406
At5g23170,0.8299,0.8185,0.8659,0.8585,1.0147,1.4436,1.3276
At5g23190,0.9309,1.0105,0.9595,1.1433,1.2456,2.0834,1.6379
At5g24090,2.2288,2.6115,2.2469,2.3944,4.2842,6.4808,5.6383
At5g25890,2.909,3.3437,2.6793,2.4696,3.7931,4.8286,4.3692
At5g26180,1.188,1.251,1.1734,1.1782,1.5291,1.8862,1.6524
At5g26760,1.1989,1.2276,1.1655,1.2665,1.9698,3.0701,2.6528
At5g27760,3.384,3.6486,3.1196,3.178,5.2998,8.2104,6.9612
At5g35080,1.2834,1.3509,1.2943,1.2937,2.0912,2.7896,2.3457
At5g35580,1.4303,1.5667,1.2919,1.4653,2.7903,4.2321,3.8137
At5g35910,1.3155,1.4629,1.3832,1.4495,1.8511,2.3995,2.1616
At5g37690,2.5441,2.3877,2.0706,2.5252,3.8177,6.1821,4.7642
At5g39040,0.9711,1.0098,0.9682,1.0163,1.2714,1.9833,1.8746
At5g40170,0.9963,1.0563,1.1005,1.078,1.4199,2.0272,1.6758
At5g40370,3.4083,3.8524,3.2093,3.889,5.7417,8.5176,7.5602
At5g40540,1.2507,1.264,1.087,1.217,1.6964,2.5923,2.2599
At5g40590,1.3074,1.1555,0.9471,1.0161,5.064,10.7597,8.3567
At5g41180,0.9057,0.9554,0.8704,0.8735,1.1907,1.7231,1.5134
At5g41670,3.1447,3.5086,2.9584,3.322,5.5648,10.186,9.2588
At5g42150,1.8061,1.816,1.7354,1.8692,2.7702,4.073,3.6175
At5g42470,1.0053,1.0173,0.9681,1.0025,1.3428,1.7035,1.5684
At5g44550,1.375,1.731,1.2992,1.4237,3.6479,6.7069,4.6033
At5g45070,2.5016,2.4415,1.644,1.9934,6.4768,15.8424,14.5202
At5g45110,1.2893,1.2775,1.1347,1.0983,1.7275,2.6093,2.4022
At5g46050,0.8638,0.7957,0.7815,0.7803,1.1019,2.285,1.6129
At5g47020,1.3388,1.3608,1.4028,1.5344,2.7334,4.2806,3.827
At5g47120,7.1442,8.447,5.9942,5.886,13.6411,21.8525,18.4124
At5g47230,0.8545,0.8425,0.8882,0.8673,1.0352,1.4358,1.3124
At5g48070,0.7961,0.7858,0.8091,0.7317,1.0908,2.0237,1.7866
At5g48120,1.1355,1.2691,1.301,1.2517,1.6999,2.2014,1.8982
At5g48370,0.944,0.9135,0.9646,0.9603,1.3046,1.5934,1.4047
At5g48540,1.7475,2.1769,1.8331,2.0645,3.8184,7.3073,5.7808
At5g51160,0.8876,0.8592,0.9585,1.0211,1.4825,2.2805,2.0376
At5g51660,1.0175,1.0525,1.0881,1.0584,1.358,1.6253,1.3954
At5g52820,1.8546,2.0782,1.8081,1.9057,2.8273,3.8188,3.3104
At5g53130,1.1709,1.2608,1.2093,1.1457,1.5744,1.9857,1.8978
